injectionID,10_17_DiHDoHE,10_HDoHE,10_NO2_LA,11_12_DiHETrE,11_HDoHE,11_HETE,11b_PGE2,11b_PGF2a,12_13_DiHODE,12_13_DiHOME,12_13_EpOME,12_HEPE,12_HETE,12_HHTrE,13_14dihydro_15k_PGE2,13_HDoHE,13_HODE,13_HpODE,13_KODE,14_15_DiHETrE,14_HDoHE,15_HEPE,15_HETE,15_HETrE,15deoxy_delta_12_14_PGJ2,16_HDoHE,17_18_DiHETE,17_HDoHE,18_HEPE,19_20_DiHDPA,19_20_EpDPE,1_AG_2_AG,1_LG_2_LG,1_OG_2_OG,20_HDoHE,20_HETE,2_AGE,5S_14R_lipoxinB4,5_6_DiHETrE,5_HETE,5_HETrE,5_iPF2a_VI,7_HDoHE,8_12_iso_iPF2a_VI,8_9_DiHETrE,8_HDoHE,8_HETE,8_HETrE,8iso_15R_PGF2a,8iso_PGA1,8iso_PGA2,8iso_PGE1,8iso_PGE2,8iso_PGF2a,9_10_13_TriHOME,9_10_DiHOME,9_10_EpOME,9_12_13_TriHOME,9_HEPE,9_HODE,9_HOTrE,9_HpODE,AEA,CA,CDCA,Cortisol,DCA,DEA,DHEA,EPEA,ETAEA,FA18.1_w9,FA18.2_w6,FA18.3,FA20.3_w3,FA20.3_w6,FA20.3_w9,FA20.4_w6,FA20.5_w3,FA22.4_w6,FA22.5_w3,FA22.5_w6,FA22.6_w3,GLCA,HDCA,LCA,NADA,NO2_aLA,PGA1,PGA2,PGB2,PGD2,PGE1,PGE2,PGF2a,PGJ2,TCA,TCDCA,TDCA,THDCA,TLCA,TUDCA,UDCA,delta17_6_keto_PGF1a,thromboxane_B2,LPS22.6,FA18.3_w3,LPI16.1,LPE18.2,LPA14.0,LPA16.0,LPE20.5,LPA18.2,LPA18.0,LPI16.0,LPE18.0,LPA20.3,LPI18.2,LPA20.5,LPE18.3,LPE18.1,LPA16.1,LPE22.4,LPI18.1,LPI22.6,Sphingosine1P18.1,LPA18.1,LPA22.4,LPG22.4,LPG18.1,LPG20.4,cLPA18.1,LPS16.0,Sphingosine1P18.2,cLPA18.0,LPG14.0,LPE22.6,LPS20.4,LPE16.1,LPG20.3,LPI22.4,LPS18.0,LPG18.0,Sphingosine1P16.1,LPS18.2,Sphinganine1P18.0,LPA22.6,LPE20.4,LPS18.1,cLPA16.1,LPA22.5,LPE20.3,LPG16.1,LPE22.5,LPE14.0,cLPA18.2,LPS22.4,LPE16.0,LPG22.6,LPA20.4,FA18.3_w6,LPG16.0,LPI20.4,LPI18.0,cLPA20.4,LPG18.2,cLPA14.0,SampleID,Group
23,,14755.191,23401.531,11146.643,4555.138,1776.5,,,,301161.416,12652.602,61887.376,31120.594,,34865.523,,25422.524,,139265.568,18680.744,69382.862,,,,102998.221,2841.997,9008.462,6216.126,,20860.522,,3939528.474,9203285.182,19297462.619,,5118.433,,68077.739,8827.396,13640.022,59831.42,,,11348.712,11252.86,,,,,13726.372,,2683.571,14998.632,,369738.397,8791.68,10067.522,104511.736,,41222.059,8942.323,16611.583,69895.751,1136168.301,58046.933,,24393.317,2210.965,48061.721,2764.64,86995.505,60246.074,104306.558,384809.434,37685.696,15058.296,50116.139,1208917.611,1093676.591,150863.737,37665.925,80658.999,10033993.627,,4377452.334,4247116.694,32513.563,33103.961,,,,14891.644,17298.44,16555.926,,,22366818.546,2407797.282,4874682.811,19456011.014,843094.437,50420128.987,44901255.602,14499.296,6155.494,23823.491,15496.786,23913.07,910457.77,700.991,59528.077,221266.172,249049.573,35985.625,75568.646,2691582.858,1986.711,116492.608,4478.634,5348.133,1452675.958,28458.584,120441.419,143784.059,8661.15,1080501.623,121027.873,9648.85,3128.022,271302.706,28830.051,42805.617,1131227.617,178972.023,42837.009,21101.381,984493.288,31733.955,91088.327,19292.468,3862.209,35969.242,55670.042,136729.967,9654.464,276106.193,22571.88,1208722.913,9936.651,973407.299,5240.175,293599.469,71050.8,82682.972,5177.727,27935.041,9913.605,1947278.339,20586.468,70572.861,19360.664,152417.815,644828.083,457062.485,4446.662,247591.043,44814.993,62,NGBB
24,,28403.12,17265.027,13966.1,7065.946,4098.755,,,49701.705,174570.399,13467.275,170333.199,174197.753,52506.558,41037.169,,34777.619,,149938.041,27055.297,211074.803,,7327.885,42144.513,75175.731,4662.517,11248.477,13621.029,,33247.998,,1904638.415,6055234.685,25679099.208,,2591.85,,64696.948,11809.292,27345.348,185942.895,,,17589.256,18193.686,,,,,27213.133,,1878.574,18246.692,,274578.962,8687.708,3768.497,75209.278,,37288.316,9530.346,20018.924,37652.523,3938913.283,142524.939,,64330.712,1691.461,50177.971,5425.303,76687.195,96470.313,152577.312,381983.683,80316.23,38716.223,150621.263,3015723.428,1627851.51,316637.169,66001.861,232041.257,22816743.907,,10709389.09,11211617.183,44023.996,33797.418,12820.824,,,31013.085,,21377.511,,,19531315.429,3027348.227,3046420.715,34611172.478,1492605.857,58478998.294,131076877.957,17226.313,55427.343,160877.62,21337.463,46505.668,683226.109,4053.983,97107.685,145123.307,339048.392,58959.861,105713.475,2763440.791,2342.373,146185.953,5261.525,4242.036,1329984.269,54428.332,122690.061,369327.838,19911.266,950915.785,239927.004,10863.276,4212.815,459032.435,48016.457,70192.583,950866.81,151451.758,59331.607,37703.009,996924.112,313433.164,90085.384,26194.699,10704.077,150753.646,68389.258,115267.138,25266.067,297679.223,43299.488,1614937.308,82946.977,1007653.422,6265.52,266836.367,110141.415,69987.418,2913.475,24845.76,13395.808,1433292.416,19960.542,143676.503,9707.301,189206.157,1338340.407,980012.237,8821.453,284898.6,49997.091,202,Placebo
25,,16454.077,18637.941,13615.648,4799.123,2443.479,,,50576.555,317703.074,22223.181,84819.109,57742.603,15616.059,25010.362,,28975.682,,150295.26,19748.583,89939.537,,2497.698,13338.916,78194.538,3698.489,10987.646,7173.242,,26473.611,,2298596.005,7327165.734,14957848.335,,,,101380.702,27442.423,24992.548,80638.879,,,12254.267,25881.129,,,,,23045.579,,,10089.493,,516456.451,10358.684,11109.712,192479.571,,43707.343,10637.93,17459.669,59108.274,1320316.559,72837.692,,26253.904,2141.614,61318.771,1987.627,82236.18,80233.752,140131.095,458202.478,60473.473,17440.302,55767.697,2106946.489,1760846.123,207436.38,58830.558,78627.265,16785488.945,,3647158.22,1193401.739,29003.677,33104.222,24779.705,,,10714.338,,9093.26,,,1991459.709,488459.842,428529.8,378227.033,127579.164,14476510.888,51309202.341,17634.427,11110.033,29813.501,17813.599,27464.027,826460.518,1743.337,113196.007,184999.815,382899.023,70903.378,71660.853,3108919.044,4820.648,131814.351,7619.494,12953.209,1332481.767,34842.584,96211.021,185963.254,14829.295,1198179.526,183561.193,11585.781,5427.961,287527.549,26991.727,55261.62,903934.465,213670.887,70880.199,23232.366,822410.605,57881.684,73935.765,18129.42,5778.529,36145.108,60966.187,158110.083,12465.114,353772.133,43391.33,1227402.307,20478.388,879278.428,7659.528,281304.832,76725.302,67648.08,2256.479,27785.787,7156.221,1568429.939,17571.083,129414.316,25704.891,146151.988,853280.849,547935.235,4894.898,196419.513,42490.219,142,NGBB
26,,13931.079,29360.758,10046.551,4526.869,2116.919,,,117829.608,236857.88,23058.517,61551.677,56447.749,,45821.224,,25160.022,,144420.726,20264.051,107122.177,,,10023.387,72364.356,5227.588,11360.433,4268.671,,30759.965,,3195411.806,6987363.565,20811344.197,,3125.889,,146692.567,10642.912,13504.977,107294.102,,,9850.209,15782.273,,,,,22263.595,,,15908.653,,452473.155,,11109.033,128469.861,,34919.183,11693.997,23436.588,59354.805,1027874.435,30439.905,,80351.846,1284.593,48391.142,1916.121,69355.731,75340.404,145097.756,399296.625,50713.947,24434.984,117487.856,1795831.314,838021.486,242321.921,51881.768,160842.78,15924910.26,,14427679.208,8601212.425,27180.694,27892.999,57590.013,,,13634.68,,22071.844,,,4423760.524,744005.783,1590362.614,4932924.543,645421.028,7375621.858,27869913.424,17641.763,5808.913,16836.085,14561.321,10987.352,466961.023,1511.151,114188.518,105802.205,303796.206,84679.932,45381.369,2973249.105,3460.039,64899.624,4445.659,4632.858,1267344.118,26738.686,100862.719,94714.084,9324.971,986198.969,185108.432,12798.714,2022.094,187321.199,22499.677,45600.198,923718.999,144676.341,69044.29,10479.443,872509.308,37134.639,68879.594,14875.412,1572.606,45040.12,47747.037,95645.698,6339.626,236059.09,35429.456,1168231.773,10590.891,958664.07,4992.483,246649.817,32424.232,57075.136,3336.287,27190.419,4213.923,1677004.071,14303.041,153952.007,14546.605,96892.179,675782.714,450592.889,7834.403,138326.518,46162.681,171,FMT
27,,644268.098,15587.313,9109.55,22846.817,18971.231,,,,118950.205,41191.071,2841068.251,3390088.122,105421.09,38513.847,,227122.658,,141255.873,14208.584,5566576.375,,29983.909,210256.225,80092.207,29057.904,,169927.36,,,,1679105.877,606235.321,2876012.311,,,,62266.775,7336.973,,2039351.723,,,9811.199,10215.659,,,,,16268.003,,20388.352,36935.883,,396911.773,5099.192,33169.567,171337.609,,102654.988,9239.104,,34951.862,3067195.604,109759.71,,45826.439,1077.831,26693.013,2626.328,62579.447,67990.281,104184.892,287361.937,36119.888,17016.466,59423.02,1233389.754,427448.375,114369.984,28882.139,105570.092,12960728.043,,13872075.049,8510160.978,19589.373,27792.797,,,,32767.929,24066.063,38279.747,,,635477.45,216237.739,297617.287,1809360.265,345146.43,12812180.778,52126147.198,16355.904,216691.29,362910.805,18225.149,24146.16,374185.86,678.527,49172.464,67879.802,6012.145,63892.302,134705.42,1644355.562,,59944.899,1612.375,3192.268,889392.24,4064.487,473165.654,264495.086,5550.035,772357.889,60195.336,19502.39,4622.909,197566.619,23332.644,27266.616,1179595.204,101778.76,54026.089,18049.009,900500.391,1057530.267,52258.755,16321.389,1380.485,477690.745,60016.763,55925.839,162784.007,338578.602,2749.349,1329965.288,337412.121,303516.221,7890.535,138537.167,35440.938,231271.374,7120.43,12722.087,22896.041,1327884.802,17303.308,11735.424,12976.059,130289.175,415301.019,1356600.457,4037.905,108683.51,15948.945,71,FMT_NGBB
28,,15399.595,21212.021,15182.254,4093.822,2105.883,,,,679186.23,21355.103,52341.222,67150.25,20932.287,5275.64,,49203.47,,153474.182,33277.083,87109.139,,,10619.399,177744.549,5080.194,,12568.989,,18370.429,,3725469.831,11830122.525,6500402.996,,2060.155,,65902.698,9380.744,14317.356,62459.363,,,7546.564,12497.121,,,,,25438.457,,5071.376,,,453061.352,23532.215,6898.566,157733.716,,58844.51,14972.008,12422.849,67542.323,371134.55,31609.773,,17308.551,1779.41,48101.915,3652.355,32730.715,53331.645,175517.354,885711.814,91363.69,17657.662,31749.209,2900923.719,1281447.211,413002.11,45744.507,203455.885,15979653.969,,6547716.761,2921829.924,45432.565,24472.564,,,,6007.059,9106.964,9156.06,,,687369.426,32919.705,168729.233,778781.001,49223.311,867330.073,36966352.911,17582.319,19257.553,25436.708,38976.298,14134.613,839435.773,664.716,103886.93,172014.019,197595.926,104984.34,83157.31,1922787.936,2600.75,228142.125,1827.067,9793.188,1291157.67,11507.644,132980.326,84284.788,10388.422,1033395.158,77094.596,13300.812,1077.991,87377.313,19104.723,23175.611,842366.325,139571.662,57278.767,5045.877,904647.659,23663.853,90202.953,3537.877,1623.308,68109.209,27349.249,29191.884,6068.135,248757.58,36699.899,944725.728,15681.794,696315.686,5414.655,108231.686,15155.976,58266.905,2717.341,24136.796,10688.972,2382605.053,12545.055,91287.577,31179.837,75085.555,652778.278,444976.554,4968.723,108799.97,19800.584,82,Chow control
29,,9964.825,17910.35,12065.737,,1866.293,,,141866.712,195635.617,18421.925,28362.254,20747.338,,22711.703,,24190.806,,151807.554,18217.277,38356.682,,,,102225.204,3987.043,6621.461,3910.751,,23067.872,,3181427.49,8384720.412,16839251.277,,2446.835,,142128.788,6758.78,15897.45,52276.655,,,10534.369,9091.389,,,,,14248.719,,7636.699,10397.29,,398736.821,2236.855,4698.927,160738.596,,37783.287,7129.194,26775.516,58283.354,2041629.956,96276.635,,52103.22,1500.955,44052.252,3624.09,90841.483,75782.821,120847.028,336093.491,45404.86,17065.052,63243.847,1698587.498,1042254.627,208766.595,53158.88,143137.692,15096874.493,,11735589.619,9737684.273,28514.669,30206.894,35724.124,,,14626.652,13027.511,16099.958,,,2781312.99,736318.073,1054660.353,3556201.762,612098.774,16641387.515,58306343.866,14856.75,4456.271,24955.427,17293.05,21282.771,563940.724,999.417,92205.58,126212.121,179645.921,94232.454,50998.368,2296546.54,1532.038,92329.77,4383.652,4017.052,1149305.583,20504.321,94590.52,94788.479,9653.449,933546.949,121306.628,11833.234,2426.673,166040.536,20054.373,37949.743,948109.884,130329.0,40021.916,9716.171,1000645.41,21154.419,71945.324,9847.864,4312.676,34529.926,41708.159,81202.401,4101.196,261063.772,34572.911,1084844.386,8052.404,922422.64,7650.491,254796.905,46083.792,71840.127,3525.762,18656.801,5795.387,2063431.19,21602.275,71582.618,18591.595,100139.023,546050.412,374236.828,4805.146,118816.604,38040.599,222,FMT
3,,7051.093,22213.782,16088.945,3958.765,2078.033,,11189.481,264441.872,1088658.981,13116.073,34857.545,25022.165,7583.122,44465.598,,47271.107,,158207.609,32900.742,48143.899,,,,209814.494,3381.61,12015.325,3902.923,,35649.982,,2228902.782,6304345.133,2761245.838,,2443.867,,137572.185,4411.494,,76876.133,,,,8412.632,,,,,21546.061,,3280.927,12408.731,,554424.13,20357.369,7243.627,171476.961,,57067.828,14285.426,23568.868,75970.519,2723004.663,,,44720.631,3261.34,49518.656,2450.688,61158.711,56982.138,197615.299,936584.486,66520.992,15419.092,21409.235,2201577.626,939198.658,481596.805,55241.411,241871.252,18474263.481,,14318265.536,4262681.959,47685.901,23298.141,16176.073,,,8079.27,18893.721,31475.296,,,10235576.803,334657.064,1153363.568,7681300.647,300368.015,5629845.634,45921790.572,12583.082,5671.252,11384.024,31601.894,4197.363,351708.706,574.892,49978.882,92262.555,95167.741,58050.953,44363.655,1854772.064,1488.138,90092.468,629.025,4669.737,654630.605,5329.819,90731.918,21840.331,4383.679,950239.483,30461.131,10937.31,1482.528,47027.139,8310.507,16750.232,94161.735,107832.271,50011.312,1961.712,456623.712,5369.036,32670.527,1833.453,392.253,21314.462,15743.12,26593.992,1671.834,276574.95,11256.151,441100.374,4083.5,406701.635,4957.574,36604.814,4080.868,29391.695,1456.449,17901.482,3914.924,1849778.44,7607.509,42803.063,25876.552,48801.131,237981.024,256180.897,5315.974,46889.823,13270.468,233,Chow control
30,,23019.155,41717.155,4341.189,5085.831,1434.361,,,121050.387,118560.88,14117.03,202901.263,104942.569,,24251.45,,28808.392,,196407.641,7514.206,196855.217,,,15106.325,56616.813,2588.661,5355.76,12708.221,,13907.8,,1082816.02,2829547.061,8901556.277,,,,198613.796,4952.463,,113750.199,,,,6957.174,,,,,26914.56,,,9656.337,,413789.646,5656.525,7039.803,158904.893,,26296.909,6627.77,33357.556,43134.308,702718.975,29356.739,,16613.703,2916.058,35181.813,4432.726,50945.657,60667.694,83088.059,283611.388,29615.931,8301.511,33113.904,854415.448,652737.763,109049.774,26863.265,44905.314,6874078.88,,2867705.954,2183319.599,35207.783,37259.337,66984.055,,,12433.123,,16741.811,,,4842040.372,892566.095,579768.29,4426886.915,189168.174,17034896.338,33019983.813,16140.287,4081.447,13528.283,6304.653,6053.81,203936.131,462.275,51892.343,45607.77,101451.683,63992.598,31053.719,989570.414,792.431,27549.362,1498.917,1374.52,472365.869,11642.873,41978.988,65871.572,3680.535,635270.766,61550.166,6152.622,1052.466,114842.198,10056.59,29940.362,1040284.614,87812.591,41521.695,7947.327,215244.57,28759.767,46205.858,8350.85,1566.17,30470.407,21578.006,84239.983,6678.385,195991.293,8413.415,260985.894,17097.423,623570.685,2169.48,61122.89,26694.356,16947.746,829.333,13486.338,2769.484,657032.579,5986.91,41775.788,16575.3,88511.345,160023.36,240746.459,2338.333,79041.151,24161.498,203,Placebo
31,,18185.522,45727.058,8030.434,4977.161,3537.524,,,88631.641,235973.651,21810.672,101425.423,58809.75,,38450.6,,24604.769,,161961.975,14406.981,110057.157,,,17262.156,81815.767,2400.717,7323.51,6210.224,,18185.096,,1070765.763,2023847.576,5966260.8,,,,95723.462,7233.404,16773.835,101225.91,,,8330.15,14595.375,,,,,22310.516,,,13013.407,,680492.098,8861.175,8029.621,230866.41,,40541.878,,13005.374,58785.365,2034779.917,37100.034,,15586.478,2022.331,35762.775,3242.676,62223.274,65250.85,95952.568,314119.555,28930.971,13170.106,37894.956,930616.5,638247.899,120514.057,29748.234,55451.281,7825269.307,,3998617.157,2963136.166,32105.439,24726.48,22597.459,,,6520.132,8927.045,21109.811,,,2871544.716,663572.675,453044.046,9750831.011,187792.49,18492540.554,29366945.224,16068.689,4070.261,21748.873,13790.603,18490.44,430941.043,870.993,57548.962,105357.33,170676.648,80602.323,58285.948,1734211.628,1186.909,78367.808,3227.592,9235.547,828835.2,16683.492,57519.597,126487.104,6976.977,849227.593,88435.692,7700.591,890.608,152609.996,9882.456,36738.096,973328.479,125491.767,35631.805,9240.676,454693.18,21984.881,60790.708,7720.727,3895.934,30661.299,35080.797,101188.407,5650.864,215710.437,14219.629,586707.351,12536.996,872083.55,2901.166,127712.538,35990.908,41521.766,4362.387,19785.296,7669.058,1112130.887,6817.225,55971.254,9031.543,88280.616,336952.374,404259.796,5665.497,100242.375,39382.444,161,NGBB
32,,55292.316,3319.127,11987.291,4228.752,4486.597,,,49784.062,204456.777,15004.079,598632.406,328286.329,21729.992,34314.496,,32112.991,,115269.899,21279.077,464157.964,,3406.023,32067.241,70214.253,4258.431,7644.095,17057.462,,24316.607,,2359748.641,5408618.342,13910157.129,,3277.459,,86421.508,6026.308,12858.594,219318.022,,,12710.036,9410.623,,,,,16171.76,,5771.163,12607.909,,292172.751,5772.978,5233.878,95409.141,,30846.067,8004.617,18364.333,54151.729,2935629.704,108450.748,,41800.008,1135.895,37540.286,4191.694,66344.536,87005.415,136214.276,432082.657,40446.584,18309.253,77670.939,1552019.371,1200603.066,,59094.315,102890.867,15728017.627,,16588442.498,12581953.461,37696.116,28674.651,21064.146,,,34787.688,18042.976,29386.43,,,14961875.73,5535994.699,3330338.283,18807122.416,2000970.884,49558777.966,32413268.604,15413.879,51838.105,37916.937,24002.724,19006.91,362350.88,1246.834,98343.724,81427.164,232550.176,76587.778,53461.744,1587219.719,2339.263,66879.056,5009.865,3028.888,752107.531,36466.975,198666.711,118287.219,8089.145,1079238.274,154137.59,9913.252,2398.952,198326.162,26939.975,40166.704,1050904.804,102055.733,37734.027,10912.386,755876.436,45759.548,62162.689,16046.739,2554.779,58111.288,33481.031,57609.512,7869.688,457206.97,23874.07,972849.803,24366.5,772949.148,3080.746,176678.789,54347.817,77145.935,4774.779,15085.15,9675.674,1161694.956,17362.632,102106.124,11861.679,106176.841,486081.11,472050.835,4612.873,117343.514,46625.302,252,FMT_NGBB
33,,10681.234,18785.687,11021.33,5117.625,1737.304,,,,267891.611,21395.103,95459.357,39166.534,12178.659,32990.977,,22897.225,,152551.232,20107.121,64361.39,,,,105065.598,2417.555,9554.908,2834.174,,23493.434,,3539429.505,10826083.489,22271723.232,,3523.7,,71960.358,9746.202,18927.771,86341.22,,,14457.597,15363.032,,,,,27108.655,,6978.806,12118.305,,374625.345,6074.387,11814.984,110750.946,,41524.339,9559.976,13541.528,61252.057,2252034.223,81887.961,,71964.996,2377.682,54103.208,1993.79,53133.966,80309.331,127447.79,377954.778,55532.265,17360.882,75071.528,1829866.77,1604264.782,213231.004,56338.578,123590.441,14013660.74,,10532597.102,18091280.386,35421.058,33392.808,,,,9193.261,,19049.55,,,34028131.489,4316924.637,5667082.156,17761578.3,1718165.793,81107860.413,51528254.494,17741.251,6912.522,24883.514,18290.282,26335.89,809445.134,993.259,102863.734,176008.555,286093.295,74861.69,77360.343,2611231.794,1147.98,126319.41,7449.825,8773.626,1133560.071,37643.563,125677.525,185105.014,13792.362,1021507.228,188509.612,11364.178,4021.737,250106.132,25930.817,44743.74,852657.068,144271.481,45187.148,11477.168,1090051.277,26314.715,91226.263,13146.544,6003.765,35516.261,57611.121,94903.797,6881.457,341200.584,27897.332,1451569.028,7028.402,957860.996,4148.149,272854.217,56751.487,91395.315,6341.035,22443.981,6795.327,1796353.104,20867.812,84670.171,15959.425,124937.26,770262.045,550055.245,3471.705,205190.913,37728.686,73,FMT_NGBB
34,,41832.275,16144.802,19965.538,5867.271,3280.978,,12577.13,73006.558,888956.926,20689.04,407676.8,343635.333,26327.822,42534.116,,48553.404,,100583.302,33711.638,268602.566,,4168.979,11940.971,177497.127,7154.86,14758.455,17391.713,,31174.537,,6699978.037,25851771.563,8983077.928,,3245.607,,44317.434,7771.726,12819.619,82923.431,,,6543.384,12889.924,,,,,19527.153,,238.972,12510.483,,252898.184,19419.972,10049.898,195225.016,,48389.255,13441.987,11679.475,52939.852,3785909.41,37468.74,,67421.74,1745.216,49675.039,2014.948,42724.314,57025.687,225346.731,1679545.567,100316.329,21557.634,27008.552,3028970.061,2726385.435,476371.743,70604.754,342182.662,26671501.846,,24309900.19,6319080.701,33653.681,27594.848,,,,21262.002,23882.426,15300.161,,,3563542.688,239513.276,919079.399,4172294.063,282344.661,4819902.628,94584650.942,15435.008,27225.882,58169.017,43205.477,13975.05,1010217.063,1018.332,117802.244,190013.389,414624.848,70828.848,59467.009,1874940.056,6371.707,301161.508,2687.566,11047.999,835487.965,20671.52,186343.135,79159.119,15654.719,1036282.081,90004.804,14932.417,3567.376,146114.296,28180.787,26822.256,956733.602,110896.27,53109.087,5561.254,1243683.029,88485.025,62501.534,6868.276,5055.347,49167.769,25768.493,27756.668,45313.93,194356.486,34231.327,1554978.386,19969.827,530106.361,5856.928,87805.601,17601.783,65065.622,4155.741,32431.82,9380.306,2065735.784,25227.705,143252.133,49513.203,59119.302,905986.69,408938.287,8790.031,203888.456,16322.194,231,Chow control
35,,15594.762,14620.26,18055.514,3598.707,1297.868,,,44166.835,907471.767,12465.464,65925.062,64063.286,9830.605,,,45573.89,,86646.553,39601.065,68349.895,,,,98134.387,3789.934,6417.465,7995.45,,34631.156,,2928763.396,18669584.516,9271511.178,,,,48905.156,5234.501,11655.189,39667.961,,,6086.753,8886.65,,,,,10119.636,,,,,309276.567,22116.22,7207.794,82617.536,,52060.328,12130.116,11480.102,45339.237,2018157.829,4908.392,,44829.123,2311.812,40201.052,2966.297,21323.068,59815.737,207488.627,1000933.911,77429.309,20247.684,26909.382,2853671.593,1357752.476,426682.349,53766.825,257945.015,17069433.392,,20592646.894,5637898.9,26343.142,24974.817,,,,15818.08,,6714.225,,,26097748.529,838681.065,1892881.88,13100758.249,322114.015,15892955.348,29693850.867,8601.275,10677.894,96900.615,75065.705,22641.466,1035154.723,1050.793,102240.556,222867.374,272317.028,60339.535,95980.12,1920054.441,3419.135,345808.081,2935.886,16319.694,830359.789,13628.112,167653.234,105052.855,17019.799,1129427.974,68990.792,14183.837,4002.475,174912.089,46093.013,33018.408,1022926.52,161429.039,64794.572,5194.189,1225607.149,132440.824,72959.376,8737.09,5211.954,103122.021,37233.858,32525.308,37710.708,197110.863,22906.296,1505704.663,27456.821,656701.844,3978.736,120648.9,25457.668,74546.024,1876.677,35596.616,11225.1,2043985.843,24575.767,88386.843,56551.349,92592.366,1134571.156,561870.454,8530.406,239709.282,16240.169,113,Chow control
36,,17399.893,16959.942,11318.531,3370.427,1714.167,,,,371008.039,14863.447,71313.313,44952.885,5579.823,43106.814,,25752.729,,169082.698,21025.057,104338.942,,,,97542.288,2788.773,9439.566,7559.669,,27783.626,,3199189.911,5209486.943,11669118.09,,,,76057.112,10531.221,,79159.735,,,,13025.621,,,,,26337.914,,5153.517,13105.592,,456246.862,10381.794,9832.619,128276.413,,34201.389,8267.117,18114.966,48427.672,865625.291,27462.76,,58967.567,2077.322,52108.919,2829.448,98949.791,69920.787,98644.916,409234.282,28889.089,10724.46,39702.37,983506.082,644323.66,154273.505,33297.868,85686.342,10065848.807,,11891608.31,10221773.368,43911.73,25680.277,,,,14567.584,17465.718,32577.662,,,6479467.079,892083.948,1327113.647,5279800.1,576305.828,14539406.369,46584355.718,13785.811,4555.893,11466.367,12241.81,6944.075,395286.489,348.57,79294.293,97896.73,183020.675,83114.48,42558.637,2305619.903,1058.288,40686.114,3495.049,7883.234,902982.277,14559.186,50368.091,69080.868,6614.26,1026374.442,88264.876,11204.832,2265.876,96658.646,11372.964,24013.829,933482.946,127425.339,45706.741,4881.594,485006.83,17701.345,41357.873,6483.727,1171.19,33106.119,35072.914,85892.704,4261.687,281249.776,17523.48,445570.909,10669.856,444043.21,2564.202,88782.788,15269.626,31752.512,3652.387,15367.425,4886.194,1702575.238,5921.195,45151.26,15902.124,61926.23,264175.942,358458.372,4134.336,72878.484,27110.937,91,Placebo
37,,9580.635,36423.6,9907.048,4619.214,3360.159,,,78255.232,195273.296,15341.557,31080.608,32553.742,12712.401,70633.553,,23864.224,,191348.772,18476.687,52316.433,,,14299.227,90648.567,3987.206,9818.796,12479.1,,21201.633,,3583830.657,6239589.21,19605846.67,,2026.677,,130055.055,8571.54,11032.326,77143.88,,,10236.832,12157.72,,,,,17376.999,,4955.789,21655.659,,470773.095,,8422.82,230963.297,,39897.758,11072.988,30271.078,43041.207,1229419.19,98480.489,,38639.104,1470.6,40080.392,3728.509,62887.777,69541.312,118071.85,288160.712,53640.499,20248.736,80221.304,1711179.351,1067962.959,206639.717,51712.214,133848.822,13610391.015,,11515847.884,5345466.499,45851.949,32481.913,32410.193,,,25039.303,16289.738,50951.917,,,1356480.127,938594.747,1079271.929,1880917.571,821433.384,6371710.349,39114308.104,14557.996,9375.842,13551.306,18865.408,13146.927,325021.977,1183.305,113894.269,78217.367,193031.586,63998.437,43350.075,2161724.18,2137.86,58276.465,3367.934,3292.013,1077716.451,26071.916,88394.142,72066.927,8333.718,766917.17,134050.361,10931.113,1795.168,127006.822,18517.397,46333.008,1006106.035,125806.991,42761.046,7577.224,735746.942,21251.689,73951.345,7166.707,2659.967,28614.963,37417.177,86362.566,4270.174,265901.597,33212.676,718815.912,11981.641,918124.591,5382.784,136702.448,34142.529,58073.655,5558.499,16951.307,5720.777,1834708.719,10914.848,98726.981,10394.288,95895.063,397331.24,410014.597,2807.922,75135.223,59873.357,253,FMT_NGBB
38,,8979.381,31412.294,13458.43,,2554.693,,,,337811.827,19697.08,38979.292,24295.953,7267.112,34166.913,,36535.289,,193821.919,26557.041,1705.763,,,12748.601,79326.376,4401.215,13489.899,6992.751,,35274.93,,2156638.191,4692513.856,11331732.064,,2559.103,,130627.111,10557.78,16962.658,65961.871,,,13441.388,14003.738,,,,,21824.707,,2187.652,8996.18,,660008.041,14091.508,10226.113,222910.485,,54643.711,11726.92,18763.031,64836.335,216471.013,16755.41,,32122.023,1885.766,53917.642,2626.882,72934.182,87519.797,137574.631,384667.162,56249.606,19759.975,90960.389,1906352.255,1307462.221,264398.673,70917.844,144429.357,18724786.13,,7803822.245,6325888.995,34495.071,33653.276,,,,13757.382,13372.257,13305.325,,,13716967.442,1088069.102,918306.984,4710201.138,415588.268,26534140.464,20715380.531,16577.441,7965.96,11623.405,20188.124,18558.817,505279.04,808.231,87439.683,134181.288,258581.954,91045.003,57828.744,2885862.75,2407.574,73007.285,6354.968,1634.98,1271519.261,26308.427,109581.916,107630.216,6216.757,897195.957,130769.428,12102.217,758.987,181219.256,23697.777,47325.909,1055010.324,155309.434,59539.605,11319.42,773306.696,12670.738,70977.557,10034.715,1180.802,35787.255,49739.492,118398.122,3953.032,288388.045,31470.047,929594.122,5050.885,988809.9,6706.879,214186.799,51934.627,73816.287,1664.527,23679.199,6494.733,1778798.297,13157.985,88218.206,25093.784,111870.737,565510.046,516028.947,8174.85,134413.062,51204.275,122,Placebo
